species	larva	segment	anterior	posterior	denticle.width
Dana	85	A6	67.49	70.74	3.25
Dana	85	A7	75.18	78.52	3.34
Dana	85	A8	83.31	86.9	3.59
Dana	86	A1	31.76	33.3	1.54
Dana	86	A2	38.26	41.59	3.33
Dana	86	A3	46.16	49.39	3.23
Dana	86	A4	53.58	56.6	3.02
Dana	86	A5	60.56	63.68	3.12
Dana	86	A6	68.01	71.09	3.08
Dana	86	A7	75.59	79.21	3.62
Dana	86	A8	83.28	86.26	2.98
Dana	87	A1	31.79	33.27	1.48
Dana	87	A2	38.15	41.35	3.2
Dana	87	A3	46.02	49.2	3.18
Dana	87	A4	53.45	56.49	3.04
Dana	87	A5	60.93	63.94	3.01
Dana	87	A6	68.61	71.87	3.26
Dana	87	A7	76.29	79.33	3.04
Dana	87	A8	83.96	86.97	3.01
Dana	88	A1	30.43	32.15	1.72
Dana	88	A2	36.63	39.77	3.14
Dana	88	A3	43.9	47.26	3.36
Dana	88	A4	51.49	54.9	3.41
Dana	88	A5	59.2	62.47	3.27
Dana	88	A6	66.84	70.25	3.41
Dana	88	A7	74.42	78.03	3.61
Dana	88	A8	82.07	84.75	2.68
Dana	89	A1	30.75	32.22	1.47
Dana	89	A2	37.2	40.39	3.19
Dana	89	A3	45.07	48.05	2.98
Dana	89	A4	52.43	55.6	3.17
Dana	89	A5	60.23	63.42	3.19
Dana	89	A6	68.4	71.43	3.03
Dana	89	A7	76.3	79.36	3.06
Dana	89	A8	83.72	86.31	2.59
Dana	90	A1	31.48	32.81	1.33
Dana	90	A2	38.17	40.98	2.81
Dana	90	A3	45.79	48.4	2.61
Dana	90	A4	53.24	55.67	2.43
Dana	90	A5	60.19	62.91	2.72
Dana	90	A6	67.75	70.7	2.95
Dana	90	A7	75.61	79.16	3.55
Dana	90	A8	83.86	87.21	3.35
Dana	91	A1	31.07	32.5	1.43
Dana	91	A2	37.41	40.44	3.03
Dana	91	A3	45.02	48.23	3.21
Dana	91	A4	52.66	55.89	3.23
Dana	91	A5	60.1	63.22	3.12
Dana	91	A6	67.73	70.86	3.13
Dana	91	A7	75.57	78.82	3.25
Dana	91	A8	83.08	86.44	3.36
Dana	92	A1	30.79	32.27	1.48
Dana	92	A2	37.26	40.4	3.14
Dana	92	A3	45.2	48.33	3.13
Dana	92	A4	52.66	55.63	2.97
Dana	92	A5	60.16	63.35	3.19
Dana	92	A6	67.97	70.92	2.95
Dana	92	A7	75.81	79.15	3.34
Dana	92	A8	83.58	86.86	3.28
Dana	93	A1	31.59	33.05	1.46
Dana	93	A2	37.99	40.95	2.96
Dana	93	A3	45.8	48.43	2.63
Dana	93	A4	52.91	56.06	3.15
Dana	93	A5	60.44	63.31	2.87
Dana	93	A6	67.74	70.62	2.88
Dana	93	A7	75.44	78.76	3.32
Dana	93	A8	83.14	86.21	3.07
Dana	94	A1	32.04	34.33	2.29
Dana	94	A2	38.79	42.86	4.07
Dana	94	A3	47.13	50.48	3.35
Dana	94	A4	54.02	57.32	3.3
Dana	94	A5	61.41	64.77	3.36
Dana	94	A6	69.15	72.35	3.2
Dana	94	A7	77.01	80.19	3.18
Dana	94	A8	84.72	87.76	3.04
Dana	95	A1	29.54	30.96	1.42
Dana	95	A2	35.99	39.26	3.27
Dana	95	A3	43.97	47.39	3.42
Dana	95	A4	51.81	55.04	3.23
Dana	95	A5	59.21	62.22	3.01
Dana	95	A6	66.83	69.9	3.07
Dana	95	A7	75.05	78.11	3.06
Dana	95	A8	82.79	85.05	2.26
Dana	96	A1	30.65	31.84	1.19
Dana	96	A2	36.84	39.95	3.11
Dana	96	A3	44.47	47.62	3.15
Dana	96	A4	52.08	55.07	2.99
Dana	96	A5	59.64	62.79	3.15
Dana	96	A6	67.22	70.24	3.02
Dana	96	A7	74.89	78.04	3.15
Dana	96	A8	82.63	85.69	3.06
Dana	97	A1	31.92	33.37	1.45
Dana	97	A2	38.5	41.7	3.2
Dana	97	A3	46.41	49.58	3.17
Dana	97	A4	53.95	57.15	3.2
Dana	97	A5	61.41	64.58	3.17
Dana	97	A6	68.95	72.06	3.11
Dana	97	A7	76.67	79.65	2.98
Dana	97	A8	84.37	87.56	3.19
Dana	98	A1	31.37	32.88	1.51
Dana	98	A2	37.86	41.01	3.15
Dana	98	A3	45.77	48.79	3.02
Dana	98	A4	52.97	55.96	2.99
Dana	98	A5	60.4	63.47	3.07
Dana	98	A6	68.36	71.39	3.03
Dana	98	A7	75.82	78.88	3.06
Dana	98	A8	83.27	86.33	3.06
Dana	99	A1	31.31	32.66	1.35
Dana	99	A2	37.82	40.83	3.01
Dana	99	A3	45.78	48.62	2.84
Dana	99	A4	53.02	55.66	2.64
Dana	99	A5	60.19	63.2	3.01
Dana	99	A6	67.86	70.5	2.64
Dana	99	A7	75.34	78.35	3.01
Dana	99	A8	82.7	85.54	2.84
Dana	100	A1	31.67	33.12	1.45
Dana	100	A2	38.1	41.28	3.18
Dana	100	A3	45.87	49.09	3.22
Dana	100	A4	53.51	56.89	3.38
Dana	100	A5	60.84	64.37	3.53
Dana	100	A6	68.45	72	3.55
Dana	100	A7	76.25	79.56	3.31
Dana	100	A8	83.63	86.58	2.95
Dana	101	A1	31.8	33.4	1.6
Dana	101	A2	38.29	41.38	3.09
Dana	101	A3	45.98	49.17	3.19
Dana	101	A4	53.79	56.95	3.16
Dana	101	A5	61.08	64.3	3.22
Dana	101	A6	68.79	71.82	3.03
Dana	101	A7	76.56	79.98	3.42
Dana	101	A8	84.31	87.62	3.31
Dana	102	A1	32.06	33.6	1.54
Dana	102	A2	38.57	41.79	3.22
Dana	102	A3	46.48	49.6	3.12
Dana	102	A4	54.12	57.32	3.2
Dana	102	A5	61.81	64.74	2.93
Dana	102	A6	69.24	71.87	2.63
Dana	102	A7	76.59	79.51	2.92
Dana	102	A8	84.12	87.04	2.92
Dana	103	A1	31.27	32.74	1.47
Dana	103	A2	38.02	41.04	3.02
Dana	103	A3	45.74	48.69	2.95
Dana	103	A4	53.15	56	2.85
Dana	103	A5	60.12	63.19	3.07
Dana	103	A6	67.62	70.8	3.18
Dana	103	A7	75.04	78.26	3.22
Dana	103	A8	82.67	85.68	3.01
Dana	104	A1	31.14	32.7	1.56
Dana	104	A2	37.86	40.88	3.02
Dana	104	A3	45.71	48.71	3
Dana	104	A4	52.85	55.88	3.03
Dana	104	A5	60.23	63.52	3.29
Dana	104	A6	67.69	70.97	3.28
Dana	104	A7	75.47	79.33	3.86
Dana	104	A8	83.45	87.19	3.74
Dana	105	A1	31.19	32.68	1.49
Dana	105	A2	37.87	40.58	2.71
Dana	105	A3	45.29	48.01	2.72
Dana	105	A4	52.63	55.47	2.84
Dana	105	A5	60.12	62.99	2.87
Dana	105	A6	67.56	70.22	2.66
Dana	105	A7	75.13	78.19	3.06
Dana	105	A8	82.84	86.33	3.49
Dana	106	A1	32.46	33.92	1.46
Dana	106	A2	39.04	42.2	3.16
Dana	106	A3	46.81	50.03	3.22
Dana	106	A4	54.57	57.82	3.25
Dana	106	A5	61.96	65.27	3.31
Dana	106	A6	69.58	72.85	3.27
Dana	106	A7	77.05	80.61	3.56
Dana	106	A8	84.81	88.12	3.31
Dana	107	A1	30.35	31.86	1.51
Dana	107	A2	37.24	40.04	2.8
Dana	107	A3	44.85	47.91	3.06
Dana	107	A4	52.17	55.04	2.87
Dana	107	A5	59.63	62.63	3
Dana	107	A6	67.66	70.84	3.18
Dana	107	A7	75.62	78.78	3.16
Dana	107	A8	83.5	86.57	3.07
Dere	1	A1	30.35	31.86	1.51
Dere	1	A2	36.97	40	3.03
Dere	1	A3	44.67	47.63	2.96
Dere	1	A4	51.89	54.94	3.05
Dere	1	A5	59.01	61.82	2.81
Dere	1	A6	66.19	69.27	3.08
Dere	1	A7	73.02	76.13	3.11
Dere	1	A8	80.08	81.58	1.5
Dere	2	A1	30.01	31.25	1.24
Dere	2	A2	36.46	38.98	2.52
Dere	2	A3	43.88	46.39	2.51
Dere	2	A4	51.17	53.83	2.66
Dere	2	A5	58.36	61.11	2.75
Dere	2	A6	65.59	68.2	2.61
Dere	2	A7	72.71	75.65	2.94
Dere	2	A8	80.3	82.47	2.17
Dere	3	A1	30	31.22	1.22
Dere	3	A2	36.32	38.95	2.63
Dere	3	A3	43.86	46.35	2.49
Dere	3	A4	51.18	53.86	2.68
Dere	3	A5	58.42	61.09	2.67
Dere	3	A6	65.59	68.22	2.63
Dere	3	A7	72.71	75.65	2.94
Dere	3	A8	80.29	82.48	2.19
Dere	4	A1	30.72	32.01	1.29
Dere	4	A2	37.1	39.84	2.74
Dere	4	A3	44.6	47.04	2.44
Dere	4	A4	51.61	54.21	2.6
Dere	4	A5	58.68	61.3	2.62
Dere	4	A6	65.85	68.64	2.79
Dere	4	A7	73.05	76.09	3.04
Dere	4	A8	80.76	83.95	3.19
Dere	5	A1	29.17	30.39	1.22
Dere	5	A2	35.58	38.48	2.9
Dere	5	A3	43.16	45.92	2.76
Dere	5	A4	50.41	53.23	2.82
Dere	5	A5	57.74	60.68	2.94
Dere	5	A6	65.05	67.86	2.81
Dere	5	A7	72.48	75.37	2.89
Dere	5	A8	79.86	82.9	3.04
Dere	6	A1	30.16	31.58	1.42
Dere	6	A2	36.7	39.56	2.86
Dere	6	A3	44.35	46.96	2.61
Dere	6	A4	51.28	53.94	2.66
Dere	6	A5	58.3	61.09	2.79
Dere	6	A6	65.5	68.19	2.69
Dere	6	A7	72.61	75.16	2.55
Dere	6	A8	79.2	81.57	2.37
Dere	7	A1	30.57	31.85	1.28
Dere	7	A2	37.11	39.67	2.56
Dere	7	A3	44.52	47.14	2.62
Dere	7	A4	51.86	54.49	2.63
Dere	7	A5	59.08	61.79	2.71
Dere	7	A6	66.32	68.71	2.39
Dere	7	A7	73.51	76.06	2.55
Dere	7	A8	81.14	82.41	1.27
Dere	8	A1	30.86	32.16	1.3
Dere	8	A2	37.54	40.33	2.79
Dere	8	A3	45.1	47.67	2.57
Dere	8	A4	52.16	54.81	2.65
Dere	8	A5	59.43	61.91	2.48
Dere	8	A6	66.54	68.47	1.93
Dere	8	A7	73.05	75.29	2.24
Dere	8	A8	80.08	82.44	2.36
Dere	9	A1	29.41	30.59	1.18
Dere	9	A2	35.61	38.57	2.96
Dere	9	A3	42.95	45.99	3.04
Dere	9	A4	50.2	53.24	3.04
Dere	9	A5	57.6	60.56	2.96
Dere	9	A6	64.7	67.66	2.96
Dere	9	A7	72.08	75.04	2.96
Dere	9	A8	79.63	82.04	2.41
Dere	10	A1	30.1	31.39	1.29
Dere	10	A2	36.44	39.37	2.93
Dere	10	A3	43.77	46.58	2.81
Dere	10	A4	50.65	53.45	2.8
Dere	10	A5	57.79	60.77	2.98
Dere	10	A6	65.11	68.03	2.92
Dere	10	A7	72.36	75.51	3.15
Dere	10	A8	80.11	82.97	2.86
Dere	11	A1	29.78	31.06	1.28
Dere	11	A2	36.1	39.01	2.91
Dere	11	A3	43.71	46.85	3.14
Dere	11	A4	51.16	54.14	2.98
Dere	11	A5	58.45	61.34	2.89
Dere	11	A6	65.61	68.42	2.81
Dere	11	A7	72.84	75.59	2.75
Dere	11	A8	79.72	82.18	2.46
Dere	12	A1	30.22	31.57	1.35
Dere	12	A2	36.87	39.59	2.72
Dere	12	A3	44.39	47.14	2.75
Dere	12	A4	51.81	54.5	2.69
Dere	12	A5	59.1	61.68	2.58
Dere	12	A6	66.46	69.13	2.67
Dere	12	A7	74.09	76.75	2.66
Dere	12	A8	81.81	83.29	1.48
Dere	13	A1	30.65	32.1	1.45
Dere	13	A2	36.94	39.89	2.95
Dere	13	A3	44.57	47.72	3.15
Dere	13	A4	51.83	54.92	3.09
Dere	13	A5	59.03	62.16	3.13
Dere	13	A6	65.55	68.7	3.15
Dere	13	A7	72.93	76.2	3.27
Dere	13	A8	80.87	83.62	2.75
Dere	14	A1	29.55	30.92	1.37
Dere	14	A2	35.9	38.74	2.84
Dere	14	A3	43.27	46.13	2.86
Dere	14	A4	50.59	53.64	3.05
Dere	14	A5	57.84	60.79	2.95
Dere	14	A6	65.15	68.24	3.09
Dere	14	A7	72.65	75.81	3.16
Dere	14	A8	80.35	82.27	1.92
Dere	15	A1	29.74	31.16	1.42
Dere	15	A2	35.94	38.82	2.88
Dere	15	A3	43.34	46.35	3.01
Dere	15	A4	50.87	54.4	3.53
Dere	15	A5	58.49	61.91	3.42
Dere	15	A6	65.85	69.06	3.21
Dere	15	A7	73.31	76.3	2.99
Dere	15	A8	80.54	81.8	1.26
Dere	16	A1	31.23	32.55	1.32
Dere	16	A2	37.49	40.44	2.95
Dere	16	A3	45	47.94	2.94
Dere	16	A4	52.23	55.29	3.06
Dere	16	A5	59.3	62.29	2.99
Dere	16	A6	66.38	69.37	2.99
Dere	16	A7	73.75	76.88	3.13
Dere	16	A8	81.21	83.92	2.71
Dere	17	A1	29.46	30.88	1.42
Dere	17	A2	36	38.98	2.98
Dere	17	A3	43.69	46.62	2.93
Dere	17	A4	51.08	54.53	3.45
Dere	17	A5	58.82	62.03	3.21
Dere	17	A6	66.41	69.5	3.09
Dere	17	A7	73.96	77.15	3.19
Dere	17	A8	81.55	84.23	2.68
Dere	18	A1	30.25	31.73	1.48
Dere	18	A2	36.68	39.73	3.05
Dere	18	A3	44.34	47.48	3.14
Dere	18	A4	51.86	54.84	2.98
Dere	18	A5	58.81	62.47	3.66
Dere	18	A6	66.43	69.98	3.55
Dere	18	A7	74.01	77.62	3.61
Dere	18	A8	81.56	83.97	2.41
Dere	19	A1	30.81	32.07	1.26
Dere	19	A2	37.11	39.93	2.82
Dere	19	A3	44.67	47.47	2.8
Dere	19	A4	51.81	54.63	2.82
Dere	19	A5	58.78	61.57	2.79
Dere	19	A6	65.71	68.74	3.03
Dere	19	A7	72.9	75.94	3.04
Dere	19	A8	80.65	83.53	2.88
Dere	20	A1	30.77	32.21	1.44
Dere	20	A2	37.22	40.09	2.87
Dere	20	A3	44.74	47.64	2.9
Dere	20	A4	52.09	54.83	2.74
Dere	20	A5	59.34	62.39	3.05
Dere	20	A6	66.66	69.44	2.78
Dere	20	A7	74.02	76.59	2.57
Dere	20	A8	81.4	82.99	1.59
Dere	21	A1	30.71	32.08	1.37
Dere	21	A2	37.02	40.07	3.05
Dere	21	A3	44.83	47.79	2.96
Dere	21	A4	52.04	54.94	2.9
Dere	21	A5	59.14	62.23	3.09
Dere	21	A6	66.43	69.5	3.07
Dere	21	A7	73.71	76.7	2.99
Dere	21	A8	81.05	83.8	2.75
Dere	22	A1	30.1	31.34	1.24
Dere	22	A2	36.68	39.54	2.86
Dere	22	A3	44.38	47.08	2.7
Dere	22	A4	51.75	54.64	2.89
Dere	22	A5	59.19	61.84	2.65
Dere	22	A6	66.46	69.23	2.77
Dere	22	A7	73.77	76.57	2.8
Dere	22	A8	81.4	84.24	2.84
Dere	23	A1	31.31	32.82	1.51
Dere	23	A2	38.05	41.21	3.16
Dere	23	A3	46.19	49.06	2.87
Dere	23	A4	53.62	56.73	3.11
Dere	23	A5	61.35	63.96	2.61
Dere	23	A6	68.57	70.96	2.39
Dere	23	A7	75.15	77.95	2.8
Dere	23	A8	82.32	84.58	2.26
Dere	24	A1	31.16	32.71	1.55
Dere	24	A2	37.67	40.95	3.28
Dere	24	A3	45.88	48.57	2.69
Dere	24	A4	53.12	55.99	2.87
Dere	24	A5	60.23	63.26	3.03
Dere	24	A6	67.54	70.26	2.72
Dere	24	A7	74.8	77.71	2.91
Dere	24	A8	82.19	85.55	3.36
Dere	25	A1	31.25	32.53	1.28
Dere	25	A2	37.7	41.02	3.32
Dere	25	A3	45.79	48.66	2.87
Dere	25	A4	53.27	56.03	2.76
Dere	25	A5	60.49	63.23	2.74
Dere	25	A6	67.9	70.79	2.89
Dere	25	A7	75.06	76.98	1.92
Dere	25	A8	81.64	83.41	1.77
Dere	26	A1	30.64	31.87	1.23
Dere	26	A2	36.95	40.02	3.07
Dere	26	A3	44.55	47.64	3.09
Dere	26	A4	52.04	55.03	2.99
Dere	26	A5	59.31	62.09	2.78
Dere	26	A6	66.24	69.01	2.77
Dere	26	A7	73.27	76.18	2.91
Dere	26	A8	80.76	82.05	1.29
Dere	27	A1	29.64	30.97	1.33
Dere	27	A2	36.07	39.04	2.97
Dere	27	A3	43.56	46.63	3.07
Dere	27	A4	51.16	54.11	2.95
Dere	27	A5	58.27	61.36	3.09
Dere	27	A6	65.63	68.59	2.96
Dere	27	A7	73	75.88	2.88
Dere	27	A8	80.64	83.36	2.72
Dere	28	A1	28.93	30.09	1.16
Dere	28	A2	35.33	38.29	2.96
Dere	28	A3	42.94	46.05	3.11
Dere	28	A4	50.56	53.79	3.23
Dere	28	A5	58.07	61.27	3.2
Dere	28	A6	65.5	68.79	3.29
Dere	28	A7	72.96	76.59	3.63
Dere	28	A8	81.07	83.33	2.26
Dere	29	A1	30.34	31.63	1.29
Dere	29	A2	36.89	39.49	2.6
Dere	29	A3	44.17	46.69	2.52
Dere	29	A4	51.45	54.07	2.62
Dere	29	A5	58.47	61.16	2.69
Dere	29	A6	65.86	68.65	2.79
Dere	29	A7	73.17	76.01	2.84
Dere	29	A8	80.26	82.79	2.53
Dere	30	A1	30.38	31.76	1.38
Dere	30	A2	36.68	39.59	2.91
Dere	30	A3	44.23	47.07	2.84
Dere	30	A4	51.48	54.38	2.9
Dere	30	A5	58.59	61.68	3.09
Dere	30	A6	65.71	68.69	2.98
Dere	30	A7	72.88	76.05	3.17
Dere	30	A8	79.81	81.14	1.33
Dere	31	A1	30.34	31.73	1.39
Dere	31	A2	36.87	39.6	2.73
Dere	31	A3	44.45	47.16	2.71
Dere	31	A4	51.95	54.57	2.62
Dere	31	A5	58.99	61.87	2.88
Dere	31	A6	66.21	69.26	3.05
Dere	31	A7	73.75	76.35	2.6
Dere	31	A8	80.78	83.63	2.85
Dere	32	A1	30.46	31.55	1.09
Dere	32	A2	36.8	39.84	3.04
Dere	32	A3	44.37	47.39	3.02
Dere	32	A4	51.91	54.94	3.03
Dere	32	A5	59.32	62.29	2.97
Dere	32	A6	66.59	69.28	2.69
Dere	32	A7	73.93	76.69	2.76
Dere	32	A8	81.49	84.16	2.67
Dere	33	A1	31.14	32.46	1.32
Dere	33	A2	37.61	40.39	2.78
Dere	33	A3	45.19	47.81	2.62
Dere	33	A4	52.24	54.72	2.48
Dere	33	A5	59.26	61.88	2.62
Dere	33	A6	66.31	68.96	2.65
Dere	33	A7	73.31	76.13	2.82
Dere	33	A8	80.91	83.22	2.31
Dere	34	A1	30.11	31.4	1.29
Dere	34	A2	36.57	39.48	2.91
Dere	34	A3	44.23	47.1	2.87
Dere	34	A4	51.6	54.41	2.81
Dere	34	A5	58.74	61.63	2.89
Dere	34	A6	65.96	68.89	2.93
Dere	34	A7	73.14	75.94	2.8
Dere	34	A8	80.36	82.53	2.17
Dere	35	A1	30.24	31.46	1.22
Dere	35	A2	36.59	39.52	2.93
Dere	35	A3	44.21	46.98	2.77
Dere	35	A4	51.65	54.43	2.78
Dere	35	A5	58.82	61.59	2.77
Dere	35	A6	65.84	68.6	2.76
Dere	35	A7	73.03	76	2.97
Dere	35	A8	80.74	83.6	2.86
Dere	36	A1	30.32	31.63	1.31
Dere	36	A2	36.88	39.35	2.47
Dere	36	A3	44.24	46.73	2.49
Dere	36	A4	51.52	54.26	2.74
Dere	36	A5	58.66	61.25	2.59
Dere	36	A6	65.89	68.42	2.53
Dere	36	A7	72.91	75.57	2.66
Dere	36	A8	80.06	82.87	2.81
Dere	37	A1	29.93	31.36	1.43
Dere	37	A2	36.83	39.59	2.76
Dere	37	A3	44.36	46.95	2.59
Dere	37	A4	51.71	54.17	2.46
Dere	37	A5	58.55	61.55	3
Dere	37	A6	65.99	68.77	2.78
Dere	37	A7	73.28	76.06	2.78
Dere	37	A8	81.27	83.25	1.98
Dere	38	A1	30.65	31.89	1.24
Dere	38	A2	37.04	39.89	2.85
Dere	38	A3	44.47	47.41	2.94
Dere	38	A4	51.77	54.65	2.88
Dere	38	A5	59.04	61.93	2.89
Dere	38	A6	66.12	69.06	2.94
Dere	38	A7	73.34	76.12	2.78
Dere	38	A8	80.52	82.75	2.23
Dere	39	A1	29.92	31.11	1.19
Dere	39	A2	36.34	39.03	2.69
Dere	39	A3	43.66	46.42	2.76
Dere	39	A4	50.92	53.88	2.96
Dere	39	A5	58.15	61.33	3.18
Dere	39	A6	65.5	68.54	3.04
Dere	39	A7	72.96	75.69	2.73
Dere	39	A8	80.3	82.89	2.59
Dere	40	A1	31.15	32.33	1.18
Dere	40	A2	37.42	40.43	3.01
Dere	40	A3	44.77	47.84	3.07
Dere	40	A4	52.1	55.05	2.95
Dere	40	A5	59.29	62.25	2.96
Dere	40	A6	66.21	69.3	3.09
Dere	40	A7	73.36	76.46	3.1
Dere	40	A8	80.64	82.62	1.98
Dere	41	A1	29.99	31.44	1.45
Dere	41	A2	36.23	39.1	2.87
Dere	41	A3	43.69	46.69	3
Dere	41	A4	51.07	54.06	2.99
Dere	41	A5	58.21	61.27	3.06
Dere	41	A6	65.54	68.43	2.89
Dere	41	A7	72.87	75.67	2.8
Dere	41	A8	80.24	83.18	2.94
Dere	42	A1	31.49	32.62	1.13
Dere	42	A2	37.5	40.56	3.06
Dere	42	A3	45.09	48.09	3
Dere	42	A4	52.56	55.65	3.09
Dere	42	A5	59.9	62.73	2.83
Dere	42	A6	66.78	69.37	2.59
Dere	42	A7	73.73	76.43	2.7
Dere	42	A8	80.84	83.16	2.32
Dere	43	A1	31.16	32.49	1.33
Dere	43	A2	37.4	40.49	3.09
Dere	43	A3	44.95	48.1	3.15
Dere	43	A4	52.39	55.49	3.1
Dere	43	A5	59.48	62.56	3.08
Dere	43	A6	66.49	69.75	3.26
Dere	43	A7	73.55	77.06	3.51
Dere	43	A8	80.94	83.93	2.99
Dere	44	A1	30.84	32.09	1.25
Dere	44	A2	37.28	40.18	2.9
Dere	44	A3	44.69	47.67	2.98
Dere	44	A4	52.15	55.18	3.03
Dere	44	A5	59.61	62.59	2.98
Dere	44	A6	66.85	69.81	2.96
Dere	44	A7	74.01	77.47	3.46
Dere	44	A8	80.62	83.74	3.12
Dere	45	A1	29.59	30.95	1.36
Dere	45	A2	35.94	38.84	2.9
Dere	45	A3	43.54	46.54	3
Dere	45	A4	50.85	53.92	3.07
Dere	45	A5	58.07	61.1	3.03
Dere	45	A6	65.25	68.42	3.17
Dere	45	A7	72.7	75.91	3.21
Dere	45	A8	80.31	83.18	2.87
Dere	46	A1	30.07	31.48	1.41
Dere	46	A2	36.7	39.7	3
Dere	46	A3	44.57	47.52	2.95
Dere	46	A4	51.91	54.59	2.68
Dere	46	A5	59.12	62.34	3.22
Dere	46	A6	66.84	69.9	3.06
Dere	46	A7	74.37	77.2	2.83
Dere	46	A8	81.45	84.15	2.7
Dere	47	A1	30.32	31.71	1.39
Dere	47	A2	37	39.96	2.96
Dere	47	A3	44.89	47.41	2.52
Dere	47	A4	52.18	54.92	2.74
Dere	47	A5	59.46	62.25	2.79
Dere	47	A6	66.78	69.39	2.61
Dere	47	A7	73.89	76.63	2.74
Dere	47	A8	81.04	82.91	1.87
Dere	48	A1	31.32	32.43	1.11
Dere	48	A2	37.65	40.77	3.12
Dere	48	A3	45.45	48.34	2.89
Dere	48	A4	52.57	55.26	2.69
Dere	48	A5	59.41	62.04	2.63
Dere	48	A6	66.26	68.93	2.67
Dere	48	A7	73.4	75.88	2.48
Dere	48	A8	80.66	82.27	1.61
Dere	49	A1	30.19	31.51	1.32
Dere	49	A2	36.82	39.56	2.74
Dere	49	A3	44.38	47.07	2.69
Dere	49	A4	51.75	54.5	2.75
Dere	49	A5	59	61.79	2.79
Dere	49	A6	66.46	69.13	2.67
Dere	49	A7	74.02	76.89	2.87
Dere	49	A8	81.79	83.26	1.47
Dere	50	A1	31.44	32.79	1.35
Dere	50	A2	37.65	40.57	2.92
Dere	50	A3	44.92	48.05	3.13
Dere	50	A4	52.22	55.17	2.95
Dere	50	A5	59.17	62.22	3.05
Dere	50	A6	66.04	68.96	2.92
Dere	50	A7	73.14	76.27	3.13
Dere	50	A8	80.54	82.67	2.13
Dere	51	A1	30.97	32.29	1.32
Dere	51	A2	37.21	40.22	3.01
Dere	51	A3	45.03	48.13	3.1
Dere	51	A4	52.54	55.49	2.95
Dere	51	A5	59.83	62.84	3.01
Dere	51	A6	66.84	69.9	3.06
Dere	51	A7	74.26	77.12	2.86
Dere	51	A8	80.2	83.05	2.85
Dere	52	A1	30.93	32.24	1.31
Dere	52	A2	37.13	40.09	2.96
Dere	52	A3	44.55	47.67	3.12
Dere	52	A4	51.96	55.02	3.06
Dere	52	A5	59.24	62.45	3.21
Dere	52	A6	66.34	69.34	3
Dere	52	A7	73.45	76.65	3.2
Dere	52	A8	80.88	82.99	2.11
Dere	53	A1	30.04	31.39	1.35
Dere	53	A2	36.49	39.5	3.01
Dere	53	A3	44.28	46.76	2.48
Dere	53	A4	51.45	53.95	2.5
Dere	53	A5	58.36	61.6	3.24
Dere	53	A6	65.95	69.2	3.25
Dere	53	A7	73.37	76.6	3.23
Dere	53	A8	81.12	83.39	2.27
Dere	54	A1	32.33	33.68	1.35
Dere	54	A2	38.41	41.25	2.84
Dere	54	A3	45.71	48.66	2.95
Dere	54	A4	52.79	55.72	2.93
Dere	54	A5	59.9	62.88	2.98
Dere	54	A6	66.96	70.03	3.07
Dere	54	A7	74.16	77.12	2.96
Dere	54	A8	81.14	82.45	1.31
Dere	55	A1	30.08	31.35	1.27
Dere	55	A2	36.41	39.45	3.04
Dere	55	A3	43.87	46.87	3
Dere	55	A4	51.26	54.44	3.18
Dere	55	A5	58.47	61.37	2.9
Dere	55	A6	65.12	68.3	3.18
Dere	55	A7	72.79	76.21	3.42
Dere	55	A8	81.01	83.46	2.45
Dere	56	A1	31.14	32.49	1.35
Dere	56	A2	37.41	40.62	3.21
Dere	56	A3	45.1	47.92	2.82
Dere	56	A4	52.35	55.24	2.89
Dere	56	A5	59.6	62.37	2.77
Dere	56	A6	66.91	69.59	2.68
Dere	56	A7	73.7	76.24	2.54
Dere	56	A8	80.01	82.47	2.46
Dere	57	A1	30.66	32	1.34
Dere	57	A2	37.12	40.14	3.02
Dere	57	A3	44.8	47.89	3.09
Dere	57	A4	52.4	55.6	3.2
Dere	57	A5	59.92	63.09	3.17
Dere	57	A6	67.31	70.45	3.14
Dere	57	A7	74.83	77.86	3.03
Dere	57	A8	82.04	83.69	1.65
Dere	58	A1	29	30.41	1.41
Dere	58	A2	35.19	38.11	2.92
Dere	58	A3	42.57	45.63	3.06
Dere	58	A4	49.98	53.03	3.05
Dere	58	A5	57.25	60.56	3.31
Dere	58	A6	64.6	67.89	3.29
Dere	58	A7	71.85	75.02	3.17
Dere	58	A8	79.19	81.54	2.35
Dere	59	A1	30.37	31.68	1.31
Dere	59	A2	36.84	39.92	3.08
Dere	59	A3	44.64	47.64	3
Dere	59	A4	52.19	54.92	2.73
Dere	59	A5	59.29	62.08	2.79
Dere	59	A6	66.49	69.11	2.62
Dere	59	A7	73.21	76.12	2.91
Dere	59	A8	80.64	82.73	2.09
Dere	60	A1	30.44	31.91	1.47
Dere	60	A2	36.8	40.02	3.22
Dere	60	A3	44.6	47.66	3.06
Dere	60	A4	52.08	55.12	3.04
Dere	60	A5	59.44	62.26	2.82
Dere	60	A6	66.51	69.4	2.89
Dere	60	A7	73.97	77	3.03
Dere	60	A8	81.72	83.78	2.06
Dere	61	A1	29.11	30.53	1.42
Dere	61	A2	35.53	38.56	3.03
Dere	61	A3	43.21	46.29	3.08
Dere	61	A4	50.81	53.97	3.16
Dere	61	A5	58.2	61.08	2.88
Dere	61	A6	65.28	68.14	2.86
Dere	61	A7	72.52	75.53	3.01
Dere	61	A8	80.2	82.59	2.39
